Titulares,P,CA,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,Eventos,partido,equipo,localizacion
Karim Benzema  88',-,-,2,0,2,2,0,0,2,0,0,2,1,80.6,,223,real_madrid,visitante
Vinicius Junior  56',-,-,0,0,0,0,1,1,1,1,0,2,1,73.3,,223,real_madrid,visitante
Diego López,2,0,0,0,0,0,0,0,0,0,0,0,0,75,,224,espanyol,local
Roberto Rosales,-,-,3,1,5,1,0,0,1,0,1,0,1,83.6,,224,espanyol,local
Didac Vilà,-,-,2,1,6,0,2,1,2,1,0,0,1,75,,224,espanyol,local
David López,-,-,1,0,1,0,0,2,0,0,1,1,0,85,,224,espanyol,local
Lluis López,-,-,0,0,0,0,0,1,0,1,0,0,0,95.7,,224,espanyol,local
Sergi Darder,-,-,3,2,2,0,1,0,0,1,1,0,1,79.2,,224,espanyol,local
Óscar Melendo  82',-,-,0,0,1,0,0,4,3,0,0,0,0,82.6,,224,espanyol,local
Pablo Piatti  33',-,-,0,0,1,0,1,0,1,0,2,0,0,75,,224,espanyol,local
Marc Roca,-,-,0,0,2,0,0,0,1,0,0,0,2,92.2,,224,espanyol,local
Borja Iglesias,-,-,3,1,0,0,0,2,1,0,0,0,0,82.4,,224,espanyol,local
Sergio García  68',-,-,1,0,4,0,0,6,0,0,0,2,0,63.6,,224,espanyol,local
Stole Dimitrievski,3,1,0,0,0,0,0,0,0,0,0,0,0,48.3,,224,rayo,visitante
Álex Moreno,-,-,1,0,3,1,0,0,0,1,0,3,1,74.2,,224,rayo,visitante
Jordi Amat,-,-,0,0,0,0,0,1,5,2,1,3,0,78.8,,224,rayo,visitante
Luis Advíncula,-,-,0,0,2,1,0,2,0,2,0,0,1,80,,224,rayo,visitante
Emiliano Velázquez,-,-,0,0,0,0,0,0,5,3,1,0,1,75,,224,rayo,visitante
Abdoulaye Ba,-,-,1,1,0,0,0,0,1,1,2,0,0,71.4,,224,rayo,visitante
Adrián Embarba  78',-,-,0,0,4,1,0,0,1,3,0,2,1,66.7,,224,rayo,visitante
Giannelli Imbula  50',-,-,1,0,2,0,1,1,1,1,1,1,0,91.7,,224,rayo,visitante
Álvaro García  72',-,-,1,0,4,0,0,2,0,1,0,0,0,85.7,,224,rayo,visitante
Santi Comesaña,-,-,0,0,2,1,0,2,1,0,1,1,1,94.1,,224,rayo,visitante
Raúl De Tomás,-,-,2,1,0,0,0,0,3,0,1,1,0,66.7,,224,rayo,visitante
Yassine Bono,4,0,0,0,0,0,0,1,0,0,0,0,0,94.4,,225,girona,local
Bernardo Espinosa  67',-,-,1,0,0,0,0,0,5,1,0,0,0,87,,225,girona,local
Raúl García C.,-,-,2,1,6,0,1,1,2,3,1,0,0,75.9,,225,girona,local
Juanpe Ramírez,-,-,1,0,2,0,0,1,0,5,0,1,2,87.1,,225,girona,local
Pedro Porro,-,-,4,3,7,0,4,2,0,0,1,4,0,66.7,,225,girona,local
Valery Fernández  45',-,-,0,0,0,0,0,0,0,2,1,0,0,86.7,,225,girona,local
Pere Pons,-,-,1,1,0,0,1,5,1,2,3,1,0,74.5,,225,girona,local
Cristian Portu,-,-,1,0,10,1,4,1,1,0,3,2,3,70,,225,girona,local
Borja García  45',-,-,0,0,3,1,1,1,0,0,0,1,1,87,,225,girona,local
Aleix García  69',-,-,0,0,7,0,1,0,0,0,0,2,1,84.4,,225,girona,local
Christian Stuani,-,-,2,2,0,0,1,0,0,0,0,0,0,90.9,,225,girona,local
Roberto Santamaría,7,1,0,0,0,0,0,0,0,0,0,0,0,52.2,,225,huesca,visitante
Xabier Etxeita,-,-,0,0,0,0,0,0,1,1,0,0,0,83.3,,225,huesca,visitante
Jorge Pulido,-,-,0,0,0,0,0,0,2,3,0,0,0,91.7,,225,huesca,visitante
Pablo Ínsua  38',-,-,0,0,0,0,0,0,0,0,1,0,0,75,,225,huesca,visitante
Jorge Miramón,-,-,0,0,1,0,0,0,1,2,4,4,0,69.4,,225,huesca,visitante
Javi Galán,-,-,0,0,3,0,0,0,2,1,4,2,0,56.3,,225,huesca,visitante
Moi Gómez,-,-,0,0,2,0,0,1,2,0,2,1,2,78.1,,225,huesca,visitante
Christian Rivera,-,-,1,1,1,0,0,0,0,1,1,0,0,71.9,,225,huesca,visitante
Juanpi Añor  63',-,-,0,0,1,1,0,0,2,0,0,1,0,62.5,,225,huesca,visitante
Chimy Ávila  90',-,-,3,3,0,0,0,0,1,0,1,0,0,40,,225,huesca,visitante
Enric Gallego,-,-,2,2,0,0,1,6,6,2,2,0,1,54.2,,225,huesca,visitante
Iván Cuéllar,1,1,0,0,0,0,0,0,0,0,0,0,0,76.2,,226,leganes,local
Dimitrios Siovas,-,-,0,0,1,0,0,0,1,2,2,0,1,71,,226,leganes,local
Jonathan Silva,-,-,5,1,5,2,1,0,5,1,2,0,1,70,,226,leganes,local
Juanfran Moreno  76',-,-,1,0,0,0,0,0,0,3,2,2,0,79.2,,226,leganes,local
Kenneth Omeruo,-,-,0,0,0,0,0,0,1,1,1,1,0,78.3,,226,leganes,local
Unai Bustinza,-,-,1,0,2,1,0,2,2,5,2,0,1,80,,226,leganes,local
Óscar Rodríguez,-,-,1,0,5,0,2,2,1,1,1,1,2,76.7,,226,leganes,local
Mikel Vesga  71',-,-,0,0,2,1,1,1,2,0,2,2,2,75,,226,leganes,local
Recio,-,-,0,0,0,0,0,2,5,2,2,1,0,85.3,,226,leganes,local
Youssef En Nesyri  82',-,-,7,3,2,0,0,1,2,0,0,1,2,55.6,,226,leganes,local
Martin Braithwaite,-,-,1,0,0,0,0,0,2,1,0,4,2,75,,226,leganes,local
Pau López,1,0,0,0,0,0,0,0,0,0,0,0,0,91.1,,226,betis,visitante
Francis Guerrero,-,-,0,0,1,0,1,3,1,1,1,2,0,78,,226,betis,visitante
Zou Feddal  45',-,-,0,0,0,0,0,1,0,1,0,1,0,86,,226,betis,visitante
Sidnei,-,-,0,0,1,0,0,0,0,4,2,0,0,90.1,,226,betis,visitante
Antonio Barragán,-,-,0,0,1,0,1,4,2,3,0,0,0,80.8,,226,betis,visitante
Javi García  80',-,-,0,0,0,0,0,1,1,0,1,1,0,96.6,,226,betis,visitante
William Carvalho,-,-,0,0,1,0,1,0,1,1,1,0,0,87.8,,226,betis,visitante
Giovani Lo Celso  69',-,-,1,0,1,0,0,3,0,2,1,4,1,82.8,,226,betis,visitante
Wilfrid Kaptoum,-,-,0,0,0,0,0,1,4,0,1,0,0,85.7,,226,betis,visitante
Sergio León,-,-,1,0,0,0,0,3,1,0,0,0,0,85.7,,226,betis,visitante
Jesé Rodríguez  68',-,-,1,1,2,0,0,0,1,0,0,2,0,65,,226,betis,visitante
Neto,1,0,0,0,0,0,0,0,0,0,0,0,0,46.2,,227,valencia,local
José Gayà,-,-,0,0,3,0,1,5,0,3,3,3,1,80.4,,227,valencia,local
Cristiano Piccini,-,-,1,1,4,3,1,1,2,1,0,0,0,72.7,,227,valencia,local
Ezequiel Garay,-,-,1,0,0,0,0,2,0,0,1,0,0,85.3,,227,valencia,local
Facundo Roncaglia,-,-,1,0,0,0,1,0,0,2,3,0,0,75.8,,227,valencia,local
Geoffrey Kondogbia  61',-,-,2,2,0,0,0,3,2,0,2,1,0,88.9,,227,valencia,local
Carlos Soler,-,-,0,0,3,0,1,3,3,2,1,0,2,73.3,,227,valencia,local
Dani Parejo,-,-,1,0,8,4,1,1,1,0,1,0,4,82.1,,227,valencia,local
Denis Cheryshev  74',-,-,0,0,5,1,1,1,2,1,3,2,1,69.6,,227,valencia,local
Kevin Gameiro,-,-,1,0,2,0,1,0,0,0,1,0,0,86.7,,227,valencia,local
Santi Mina  65',-,-,0,0,1,0,0,0,1,0,1,0,0,56,,227,valencia,local
Gerónimo Rulli,4,0,0,0,0,0,0,0,0,0,0,0,0,80,,227,real_sociedad,visitante
Joseba Zaldua,-,-,0,0,3,1,1,1,1,0,3,1,0,87.3,,227,real_sociedad,visitante
Diego Javier Llorente,-,-,0,0,0,0,0,0,1,1,1,0,0,85.5,,227,real_sociedad,visitante
Theo Hernández,-,-,0,0,6,3,2,5,2,3,1,4,2,86.4,,227,real_sociedad,visitante
Raúl Navas  58',-,-,1,0,0,0,0,0,0,3,0,0,0,96.7,,227,real_sociedad,visitante
Asier Illarramendi,-,-,2,0,2,0,0,1,2,2,0,0,0,92.4,,227,real_sociedad,visitante
Igor Zubeldia,-,-,0,0,0,0,0,0,2,5,2,1,0,90.7,,227,real_sociedad,visitante
Mikel Merino  65',-,-,0,0,1,0,0,1,2,2,1,1,0,76.9,,227,real_sociedad,visitante
Mikel Oyarzabal,-,-,1,0,0,0,0,0,1,0,0,1,0,70.8,,227,real_sociedad,visitante
Adnan Januzaj  74',-,-,2,1,5,2,2,1,3,0,0,3,0,86.2,,227,real_sociedad,visitante
Willian José,-,-,1,0,0,0,0,0,1,0,0,0,1,75,,227,real_sociedad,visitante
Tomáš Vaclík,2,0,0,0,0,0,0,0,0,0,0,1,0,57.1,,228,sevilla,local
Simon Kjaer,-,-,1,1,0,0,0,1,1,2,2,0,0,80.4,,228,sevilla,local
Daniel Carriço  73',-,-,2,0,0,0,0,0,2,1,0,0,1,73.7,,228,sevilla,local
Sergio Escudero  60',-,-,1,0,3,1,0,0,2,1,1,1,1,77.8,,228,sevilla,local
Maximilian Wöber,-,-,0,0,1,0,1,0,1,1,1,1,0,73,,228,sevilla,local
Roque Mesa  61',-,-,0,0,0,0,0,1,0,1,0,2,0,84,,228,sevilla,local
Éver Banega  83',-,-,0,0,6,1,1,2,3,1,0,1,2,81.8,,228,sevilla,local
Pablo Sarabia,-,-,4,1,5,0,1,1,0,0,0,1,2,81,,228,sevilla,local
Wissam Ben Yedder,-,-,2,1,3,0,1,0,0,0,1,0,1,81.3,,228,sevilla,local
André Silva,-,-,1,1,1,1,0,1,0,0,0,1,1,66.7,,228,sevilla,local
Quincy Promes,-,-,1,0,5,2,3,0,1,3,1,0,1,75.6,,228,sevilla,local
Asier Riesgo,2,0,0,0,0,0,0,0,0,0,0,0,0,33.3,,228,eibar,visitante
Iván Ramis  56',-,-,0,0,0,0,0,0,0,0,0,0,0,86.4,,228,eibar,visitante
Rubén Peña,-,-,1,0,2,0,0,2,0,0,1,2,0,62.9,,228,eibar,visitante
José Ángel,-,-,0,0,9,3,1,0,0,2,0,3,2,50,,228,eibar,visitante
Anaitz Arbilla,-,-,0,0,0,0,0,0,1,3,2,0,1,81.3,,228,eibar,visitante
Pape Diop,-,-,1,0,1,0,0,2,1,2,4,1,0,76.7,,228,eibar,visitante
Fabián Orellana,-,-,3,2,3,0,2,2,1,1,1,7,2,69,,228,eibar,visitante
Marc Cucurella,-,-,0,0,4,1,3,0,0,0,0,0,0,78.3,,228,eibar,visitante
Joan Jordan,-,-,0,0,3,2,0,0,2,1,1,0,0,73.9,,228,eibar,visitante
Sergi Enrich  71',-,-,1,0,0,0,1,1,2,1,0,0,0,59.3,,228,eibar,visitante
Charles Dias  82',-,-,2,2,0,0,0,3,0,0,0,0,1,73.7,,228,eibar,visitante
Iago Herrerín,2,0,0,0,0,0,0,0,0,0,0,0,0,54.8,,229,athletic,local
Íñigo Martínez,-,-,0,0,0,0,0,1,0,6,1,0,0,74.2,,229,athletic,local
Yeray Álvarez,-,-,1,0,0,0,1,0,2,2,3,0,0,89.7,,229,athletic,local
Yuri Berchiche,-,-,3,0,1,0,1,3,4,0,0,0,1,90.3,,229,athletic,local
Óscar De Marcos  90',-,-,0,0,3,1,1,0,5,0,0,0,1,74.1,,229,athletic,local
Mikel Balenziaga,-,-,0,0,0,0,0,0,4,0,1,0,0,72.2,,229,athletic,local
Beñat Etxebarria  56',-,-,0,0,4,2,1,0,2,0,0,0,1,66.7,,229,athletic,local
Markel Susaeta  61',-,-,1,1,4,2,1,0,0,0,0,0,1,83.3,,229,athletic,local
Dani García,-,-,0,0,0,0,0,0,3,0,0,0,0,91.7,,229,athletic,local
Raúl García,-,-,3,2,0,0,0,1,1,1,4,0,0,62.5,,229,athletic,local
Iñaki Williams  89',-,-,4,2,3,1,1,3,1,0,0,4,3,71.4,,229,athletic,local
Marc-André ter Stegen,5,1,0,0,0,0,0,0,0,0,0,0,0,86.7,,229,barcelona,visitante
Nélson Semedo,-,-,0,0,0,0,1,3,0,0,1,0,0,85.2,,229,barcelona,visitante
Gerard Piqué,-,-,0,0,0,0,0,1,0,0,0,0,0,94.3,,229,barcelona,visitante
Clément Lenglet  87',-,-,0,0,0,0,0,0,3,0,0,0,0,80.3,,229,barcelona,visitante
Sergi Roberto,-,-,0,0,1,0,0,4,1,2,0,0,1,97.2,,229,barcelona,visitante
Ivan Rakitic,-,-,0,0,2,0,0,1,1,1,0,2,1,87.5,,229,barcelona,visitante
Sergio Busquets,-,-,0,0,0,0,0,3,2,2,2,0,0,94,,229,barcelona,visitante
Philippe Coutinho  74',-,-,1,0,2,0,0,2,0,0,0,3,1,86.4,,229,barcelona,visitante
Arturo Vidal  62',-,-,1,0,0,0,0,1,1,0,0,0,0,89.1,,229,barcelona,visitante
Luis Suárez,-,-,2,0,1,0,0,1,2,0,0,0,2,69.7,,229,barcelona,visitante
Lionel Messi,-,-,4,1,4,2,3,4,0,0,0,2,2,79.2,,229,barcelona,visitante
Fernando Pacheco,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,,230,alaves,local
Rubén Duarte,-,-,0,0,1,0,0,2,0,2,1,0,0,61.5,,230,alaves,local
Víctor Laguardia,-,-,2,2,0,0,0,0,2,1,0,0,1,81.5,,230,alaves,local
Guillermo Maripán,-,-,0,0,0,0,0,0,0,1,1,1,0,82.4,,230,alaves,local
Ximo Navarro,-,-,0,0,3,1,1,0,0,1,1,0,1,90,,230,alaves,local
Tomás Pina,-,-,0,0,0,0,0,4,3,1,2,0,0,82.1,,230,alaves,local
Darko Brasanac  74',-,-,0,0,1,0,0,1,3,1,1,0,2,75,,230,alaves,local
Mubarak Wakaso,-,-,2,0,0,0,0,1,0,0,3,4,0,67.9,,230,alaves,local
Jony Rodríguez,-,-,2,1,12,3,1,0,1,0,1,5,4,66.7,,230,alaves,local
Takashi Inui  87',-,-,5,1,5,1,1,4,1,1,0,1,2,81.8,,230,alaves,local
Jonathan Calleri  89',-,-,5,0,1,0,0,4,3,0,3,3,0,47.6,,230,alaves,local
Aitor Fernández,2,0,0,0,0,0,0,0,0,0,0,0,0,60.6,,230,levante,visitante
Coke Andújar,-,-,0,0,1,0,0,2,1,2,3,0,0,59.5,,230,levante,visitante
Erick Cabaco,-,-,0,0,2,0,0,0,1,2,0,0,0,60.5,,230,levante,visitante
Antonio Luna  85',-,-,0,0,1,0,1,0,1,3,2,0,1,68.3,,230,levante,visitante
Rúben Vezo,-,-,1,0,0,0,1,2,3,3,0,0,0,75.7,,230,levante,visitante
Cheick Doukouré,-,-,0,0,1,0,0,1,3,1,5,0,0,63.3,,230,levante,visitante
Moses Simon  66',-,-,2,0,1,0,1,0,1,0,1,0,0,62.5,,230,levante,visitante
Nikola Vukcevic  59',-,-,0,0,0,0,0,1,2,0,0,0,0,80,,230,levante,visitante
Jason,-,-,2,0,7,1,2,3,0,0,0,1,1,47.4,,230,levante,visitante
Roger Martí,-,-,2,0,1,0,1,4,2,1,0,0,0,87.5,,230,levante,visitante
José Luis Morales,-,-,1,0,1,0,2,0,0,0,0,0,0,66.7,,230,levante,visitante
Asier Riesgo,2,0,0,0,0,0,0,0,0,0,0,0,0,45,,231,eibar,local
Rubén Peña,-,-,0,0,6,1,1,1,1,2,4,2,2,47.8,,231,eibar,local
Paulo Oliveira,-,-,0,0,0,0,0,1,2,0,1,0,0,55.6,,231,eibar,local
José Ángel  81',-,-,1,1,6,1,1,1,0,1,1,0,1,65.6,,231,eibar,local
Anaitz Arbilla,-,-,0,0,0,0,0,0,1,2,3,0,0,53.6,,231,eibar,local
Pape Diop,-,-,1,0,1,1,0,0,3,1,0,1,0,48.7,,231,eibar,local
Fabián Orellana,-,-,3,1,2,1,1,2,0,0,0,4,0,67.6,,231,eibar,local
Marc Cucurella,-,-,0,0,3,0,0,0,1,1,0,1,1,61.1,,231,eibar,local
Joan Jordan  60',-,-,1,1,0,0,0,0,1,0,2,2,0,65.6,,231,eibar,local
Sergi Enrich  60',-,-,1,0,0,0,0,0,1,0,1,0,1,65.4,,231,eibar,local
Charles Dias,-,-,3,3,3,0,0,4,2,0,0,0,0,71.1,,231,eibar,local
David Soria,4,2,0,0,0,0,0,0,0,0,0,0,0,36.4,,231,getafe,visitante
Dakonam Djené,-,-,0,0,1,0,0,0,2,2,0,0,0,63.6,,231,getafe,visitante
Vitorino Antunes,-,-,0,0,4,2,0,0,4,4,4,1,0,42.9,,231,getafe,visitante
Leandro Cabrera,-,-,1,1,0,0,1,0,1,4,2,0,0,39.4,,231,getafe,visitante
Damián Suárez,-,-,1,0,3,0,1,1,0,0,2,1,0,55.6,,231,getafe,visitante
Mathias Olivera  92',-,-,0,0,0,0,0,1,0,1,1,1,2,47.1,,231,getafe,visitante
Mathieu Flamini  82',-,-,0,0,0,0,0,4,1,0,0,0,0,33.3,,231,getafe,visitante
Nemanja Maksimovic,-,-,0,0,1,0,0,0,0,1,1,0,0,63.3,,231,getafe,visitante
Dimitri Foulquier,-,-,2,2,1,0,1,2,0,0,0,2,0,64.3,,231,getafe,visitante
Jaime Mata,-,-,2,1,0,0,0,2,2,0,1,0,1,63,,231,getafe,visitante
Ángel Rodríguez  72',-,-,1,0,0,0,0,1,2,0,1,0,1,42.9,,231,getafe,visitante
Rubén Blanco,4,0,0,0,0,0,0,0,0,0,0,0,0,63.3,,232,celta,local
Hugo Mallo,-,-,2,1,4,1,2,2,1,2,0,1,1,88.4,,232,celta,local
Néstor Araujo,-,-,0,0,0,0,0,0,1,1,1,0,0,85.7,,232,celta,local
Wesley Hoedt,-,-,0,0,0,0,0,0,0,1,1,1,1,78.8,,232,celta,local
David Juncà,-,-,0,0,3,0,0,1,1,0,1,0,0,77.4,,232,celta,local
Okay Yokuslu,-,-,3,1,0,0,0,0,2,0,1,7,3,91.7,,232,celta,local
Fran Beltrán  71',-,-,0,0,0,0,0,1,0,0,0,0,1,89.2,,232,celta,local
Sofiane Boufal,-,-,3,2,2,0,1,5,3,0,1,4,1,73.3,,232,celta,local
Jozabed Sánchez  45',-,-,0,0,0,0,0,1,0,0,3,0,0,81,,232,celta,local
Brais Méndez,-,-,4,2,3,1,0,3,3,0,1,2,1,77.8,,232,celta,local
Ryad Boudebouz  48',-,-,0,0,1,0,1,0,1,0,1,0,0,93.3,,232,celta,local
Aitor Fernández,6,0,0,0,0,0,0,0,0,0,0,0,0,34.8,,232,levante,visitante
Róber Pier,-,-,1,0,0,0,0,1,4,0,1,0,0,88.5,,232,levante,visitante
Coke Andújar  78',-,-,1,1,0,0,0,1,0,3,2,1,0,85.7,,232,levante,visitante
Antonio Luna,-,-,0,0,1,0,0,0,1,1,0,0,0,78.4,,232,levante,visitante
Rúben Vezo,-,-,0,0,0,0,0,1,1,2,0,1,0,79.2,,232,levante,visitante
Moses Simon,-,-,2,1,2,0,2,0,2,0,0,7,0,73.7,,232,levante,visitante
Enis Bardhi,-,-,3,1,2,0,1,1,1,1,0,2,2,86.2,,232,levante,visitante
Rubén Rochina  58',-,-,2,1,5,3,1,1,1,0,2,2,4,79.2,,232,levante,visitante
José Campaña,-,-,0,0,1,0,0,1,1,0,1,0,2,91.3,,232,levante,visitante
Borja Mayoral,-,-,2,1,0,0,0,4,1,1,0,1,3,95.2,,232,levante,visitante
José Luis Morales  83',-,-,2,2,0,0,2,1,0,0,1,1,1,84.6,,232,levante,visitante
Stole Dimitrievski,2,0,0,0,0,0,0,0,0,0,0,0,0,62.5,,233,rayo,local
Tito,-,-,0,0,2,0,0,1,0,3,0,1,1,66.7,,233,rayo,local
Álex Moreno,-,-,0,0,1,0,0,3,1,0,1,2,0,69.2,,233,rayo,local
Jordi Amat,-,-,0,0,0,0,0,0,1,3,0,1,0,90,,233,rayo,local
Abdoulaye Ba,-,-,1,1,0,0,0,2,1,2,2,0,0,83.7,,233,rayo,local
Álex Gálvez  75',-,-,0,0,1,0,0,1,1,2,2,0,1,75,,233,rayo,local
Óscar Trejo  56',-,-,2,0,0,0,0,0,2,0,2,1,1,66.7,,233,rayo,local
Adrián Embarba  56',-,-,2,2,5,1,1,0,1,0,1,2,1,78.9,,233,rayo,local
Santi Comesaña,-,-,0,0,0,0,0,2,1,1,3,1,0,72.7,,233,rayo,local
Mario Suárez,-,-,0,0,0,0,0,3,1,1,2,4,1,67.9,,233,rayo,local
Raúl De Tomás,-,-,5,2,0,0,1,2,1,1,1,5,2,81,,233,rayo,local
Jan Oblak,6,2,0,0,0,0,0,0,0,0,0,0,0,47.6,,233,atletico,visitante
Diego Godín,-,-,0,0,0,0,0,1,0,1,1,1,0,75,,233,atletico,visitante
Filipe Luis,-,-,0,0,4,0,0,0,1,6,2,0,0,84.6,,233,atletico,visitante
Santiago Arias,-,-,0,0,1,0,0,1,2,3,0,0,1,76.7,,233,atletico,visitante
José María Giménez,-,-,0,0,0,0,0,0,1,2,3,0,0,74.1,,233,atletico,visitante
Saúl Ñíguez,-,-,1,0,0,0,1,0,1,2,2,1,0,56.3,,233,atletico,visitante
Rodri Hernández  74',-,-,0,0,0,0,0,1,3,2,5,0,0,83.6,,233,atletico,visitante
Vitolo  59',-,-,0,0,1,0,0,2,0,0,2,3,0,57.1,,233,atletico,visitante
Antoine Griezmann,-,-,1,1,5,3,2,2,0,0,0,1,2,63.2,,233,atletico,visitante
Ángel Correa  59',-,-,1,1,3,1,0,2,0,2,0,3,0,80,,233,atletico,visitante
Álvaro Morata,-,-,1,1,2,0,1,1,5,0,0,2,1,60.7,,233,atletico,visitante
Gerónimo Rulli,3,0,0,0,0,0,0,0,0,0,1,0,0,55.2,,234,real_sociedad,local
Diego Javier Llorente,-,-,1,0,0,0,0,0,1,5,1,0,0,84.8,,234,real_sociedad,local
Raúl Navas,-,-,0,0,0,0,0,2,1,1,1,0,0,89.7,,234,real_sociedad,local
Theo Hernández,-,-,2,0,5,1,0,1,1,1,0,2,0,80,,234,real_sociedad,local
Álex Ujía,-,-,2,1,4,1,0,2,1,1,3,4,1,80.8,,234,real_sociedad,local
Mikel Merino  67',-,-,1,1,0,0,0,0,1,1,1,0,1,71.1,,234,real_sociedad,local
Igor Zubeldia,-,-,0,0,0,0,0,1,0,4,1,0,0,88.1,,234,real_sociedad,local
Mikel Oyarzabal  77',-,-,3,2,1,1,0,1,2,1,1,1,1,84.6,,234,real_sociedad,local
David Zurutuza,-,-,0,0,0,0,0,3,0,1,2,0,0,88.9,,234,real_sociedad,local
Adnan Januzaj,-,-,3,0,10,2,2,3,2,0,0,7,2,89.7,,234,real_sociedad,local
Willian José  84',-,-,2,1,0,0,1,1,1,0,0,2,2,86.2,,234,real_sociedad,local
Iván Cuéllar,3,1,0,0,0,0,0,0,0,0,0,0,0,33.3,,234,leganes,visitante
Juanfran Moreno  65',-,-,0,0,3,1,0,2,0,1,0,0,1,66.7,,234,leganes,visitante
Unai Bustinza,-,-,1,0,1,0,0,0,1,0,3,0,0,62.1,,234,leganes,visitante
Jonathan Silva,-,-,0,0,4,2,0,1,2,4,4,2,1,67.9,,234,leganes,visitante
Dimitrios Siovas,-,-,1,1,0,0,0,0,2,3,2,0,0,82.9,,234,leganes,visitante
Kenneth Omeruo,-,-,0,0,0,0,0,0,2,0,0,2,0,66.7,,234,leganes,visitante
Recio  81',-,-,0,0,0,0,0,3,2,1,0,0,0,92.9,,234,leganes,visitante
Mikel Vesga,-,-,0,0,2,0,0,0,1,3,1,0,1,90.6,,234,leganes,visitante
Óscar Rodríguez,-,-,1,0,3,0,0,0,2,1,0,1,2,86.2,,234,leganes,visitante
Martin Braithwaite  75',-,-,3,1,0,0,1,1,2,0,0,0,0,85.7,,234,leganes,visitante
Youssef En Nesyri,-,-,2,1,1,0,0,1,0,0,0,2,0,58.8,,234,leganes,visitante
Marc-André ter Stegen,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,,235,barcelona,local
Gerard Piqué,-,-,0,0,0,0,0,1,2,1,0,0,0,95.2,,235,barcelona,local
Jordi Alba,-,-,0,0,2,1,0,0,1,2,0,0,1,91.2,,235,barcelona,local
Sergi Roberto,-,-,1,0,1,0,0,1,0,2,2,1,1,93,,235,barcelona,local
Thomas Vermaelen,-,-,0,0,0,0,0,1,0,3,1,0,0,93,,235,barcelona,local
Sergio Busquets,-,-,0,0,0,0,0,2,1,1,4,0,0,96.2,,235,barcelona,local
Carles Aleñá  75',-,-,0,0,0,0,1,3,0,0,0,3,2,89.9,,235,barcelona,local
Arturo Vidal,-,-,0,0,1,0,0,3,1,3,3,0,0,92.3,,235,barcelona,local
Lionel Messi,-,-,12,5,3,0,2,1,4,0,1,3,8,86.3,,235,barcelona,local
Ousmane Dembélé  69',-,-,1,0,1,0,0,1,1,1,0,4,3,81.4,,235,barcelona,local
Kevin-Prince Boateng  59',-,-,2,1,0,0,0,2,2,1,0,0,1,75,,235,barcelona,local
Jordi Masip,7,0,0,0,0,0,0,0,0,0,0,0,0,53.1,,235,valladolid,visitante
Joaquín Fernández,-,-,1,0,0,0,0,0,1,2,2,0,0,81.3,,235,valladolid,visitante
Kiko Olivas,-,-,0,0,0,0,0,1,1,2,1,2,0,90,,235,valladolid,visitante
Fernando Calero,-,-,0,0,0,0,0,0,2,3,2,0,0,88.4,,235,valladolid,visitante
Antoñito Regal,-,-,1,0,5,0,1,1,2,2,1,1,1,58.8,,235,valladolid,visitante
Nacho Martínez,-,-,2,0,4,1,0,0,0,1,0,0,2,81.5,,235,valladolid,visitante
Daniele Verde  66',-,-,1,0,3,0,1,1,0,1,0,1,2,76.9,,235,valladolid,visitante
Míchel Herrero,-,-,0,0,2,0,1,3,5,8,3,0,1,93.2,,235,valladolid,visitante
Anuar Mohamed,-,-,0,0,1,0,0,1,2,2,9,1,0,81.5,,235,valladolid,visitante
Enes Ünal  78',-,-,1,0,0,0,0,1,1,0,0,0,0,81,,235,valladolid,visitante
Sergi Guardiola,-,-,4,0,2,1,2,0,2,0,0,5,0,73.1,,235,valladolid,visitante
Thibaut Courtois,4,2,1,0,0,0,0,0,0,0,0,0,0,79.3,,236,real_madrid,local
Álvaro Odriozola,-,-,0,0,1,0,0,2,1,0,1,1,2,88.2,,236,real_madrid,local
Marcelo,-,-,3,2,1,0,1,2,1,1,2,0,0,87.2,,236,real_madrid,local
Raphaël Varane,-,-,0,0,0,0,0,0,1,0,0,0,0,87.1,,236,real_madrid,local
Sergio Ramos  89',-,-,0,0,0,0,0,2,3,0,1,1,1,86.5,,236,real_madrid,local
Casemiro,-,-,1,1,0,0,0,4,2,2,2,1,0,82.5,,236,real_madrid,local
Toni Kroos,-,-,0,0,12,4,0,1,0,0,0,1,7,89.7,,236,real_madrid,local
Dani Ceballos  73',-,-,1,0,1,0,1,2,0,0,1,0,0,87,,236,real_madrid,local
Lucas Vázquez  57',-,-,1,1,3,0,1,1,2,2,0,1,1,83.3,,236,real_madrid,local
Marco Asensio  65',-,-,3,1,4,1,0,0,1,0,1,0,2,86.7,,236,real_madrid,local
Karim Benzema,-,-,4,1,0,0,2,0,1,0,0,0,1,69.4,,236,real_madrid,local
Yassine Bono,6,0,0,0,0,0,0,0,0,0,0,0,0,65.2,,236,girona,visitante
Jonas Ramalho,-,-,0,0,0,0,0,1,0,5,0,1,1,86.5,,236,girona,visitante
Pedro Alcalá,-,-,0,0,0,0,0,2,1,2,0,1,0,80.6,,236,girona,visitante
Raúl García C.,-,-,0,0,4,1,0,1,2,0,1,1,0,79.3,,236,girona,visitante
Juanpe Ramírez,-,-,0,0,0,0,0,1,0,0,0,0,0,95.3,,236,girona,visitante
